text,label,clean_text
"Nih bukti 5 tahun Jakarta di pimpin Anies Baswedan :
-✅Transportasi berkelanjutan terbaik dunia 2021
-✅Kota terbaik dunia atas inovasi Sistem Pengendalian Banjir (Flood Control System) 2022
-✅Penghargaan Pengembangan Pendidikan Agama dari Kemenag RI 2020
-✅Penghargaan keterbukaan informasi Publik dari komisi informasi 2019 
-✅Pelopor Provinsi Layak Anak dari Kementerian Pemberdayaan Perempuan dan Perlindungan Anak (PPPA) tahun 2019
-✅Tiga Penghargaan atas kinerja pemberantasan korupsi di Jakarta oleh KPK 🏆🏆🏆
-✅Laporan Keuangan jakarta mendapat Predikat Wajar tanpa Pengecualian (WTP) 5 kali berturut-turut dari BPK RI
-✅Jakarta sebagai Kota terbaik di Asia
-✅Para Pemimpin perubahan 2019
-✅Juara Sustainable Transfort Award (STA) 2021
-✅KPID DKI Jakarta awards 2019
-✅Kota Paling ramah bersepeda 2021
-✅Indeks Pembangunan Ketenagakerjaan 2019
-✅Anies Masuk dalam daftar 21 Heroes 2021 TUMI (Penghargaan International)
-✅Anugerah KPAI 2019
-✅Penghargaan INTEGRA 2018 Kemnaker RI
-✅Provinsi terbaik Tim Pengendalian Inflasi Daerah 2019
-✅Top Inovasi Pelayanan Publik dan Pengelolaan Pengaduan Pelayanan Publik terbaik 2020
-✅Juara Pertama ASEAN ICT Awards 2021 untuk Public Sector
-✅Anies menjadi anggota Dewan di Universitas Oxford
-✅Penghargaan Lifting Structure dari MURI untuk Pembangunan JIS 2022
-✅Eksport Beras Premium Pertama DKI ke Arab Saudi 2022
-✅Jakarta Menang Procurement Award 2020
-✅Sukses Pembangunan Sirkuit Formula E tercepat di dunia serta penyelenggarannya yg berjalan sangat baik
-✅Info pangan jakarta 
-✅4 penghargaan sekaligus kategori Indeks Pembangunan Ketenagakerjaan 2019.
-✅Indeks Pembangunan Ketenagakerjaan Terbaik pada Indikator Utama Penduduk dan Tenaga Kerja, Kesempatan Kerja, Jaminan Sosial Tenaga Kerja.
-✅penghargaan Tim Pengendali Inflasi Daerah (TPID) Award dari Bank Indonesia.
-✅Prestasi dari Komite Sustainable Award yang menganugerahi DKI Jakarta gelar Honorable Mention pada malam Transportation Award (STA) 2020.
-✅berhasil membawa DKI Jakarta sebagai juara umum dan menyabet sembilan penghargaan sekaligus dalam Anugerah Public Relations Indonesia Awards (PRIA) Transportasi",positif,nih bukti jakarta pimpin anies baswedan transportasi berkelanjutan terbaik dunia kota terbaik dunia inovasi sistem pengendalian banjir flood control system penghargaan pengembangan pendidikan agama kemenag ri penghargaan keterbukaan informasi publik komisi informasi pelopor provinsi layak anak kementerian pemberdayaan perempuan perlindungan anak pppa penghargaan kinerja pemberantasan korupsi jakarta kpk laporan keuangan jakarta predikat wajar pengecualian wtp kali berturutturut bpk ri jakarta kota terbaik asia pemimpin perubahan juara sustainable transfort award sta kpid dki jakarta award kota ramah bersepeda indeks pembangunan ketenagakerjaan anies masuk daftar hero tumi penghargaan international anugerah kpai penghargaan integra kemnaker ri provinsi terbaik tim pengendalian inflasi daerah top inovasi pelayanan publik pengelolaan pengaduan pelayanan publik terbaik juara asean ict award public sector anies anggota dewan universitas oxford penghargaan lifting structure muri pembangunan ji eksport beras premium dki arab saudi jakarta menang procurement award sukses pembangunan sirkuit formula e tercepat dunia penyelenggarannya yg berjalan info pangan jakarta penghargaan kategori indeks pembangunan ketenagakerjaan indeks pembangunan ketenagakerjaan terbaik indikator utama penduduk tenaga kerja kesempatan kerja jaminan sosial tenaga kerja penghargaan tim pengendali inflasi daerah tpid award bank indonesia prestasi komite sustainable award menganugerahi dki jakarta gelar honorable mention malam transportation award sta berhasil membawa dki jakarta juara menyabet sembilan penghargaan anugerah public relation indonesia award pria transportasi
"Pak anis selalu memancing emosi kubu 02..
Pak ganjar main kalem diawal akhirnya digas juga no. 2..😅",positif,ani memancing emosi kubu ganjar main kalem diawal digas
"benar sekali gan,tapi ada tapinya...klo yg mngerjakan paslon no 3 ,pekerjaannya akan sat set...karena keputusan2nya dan berpikirnya masih fresh dan gesit...",positif,gantapi tapinyaklo yg mngerjakan paslon pekerjaannya sat setkarena keputusannya berpikirnya fresh gesit
 @DickyAhmad-rl4np   sayangnya naungan banteng 😁,positif,rlnp sayangnya naungan banteng
 @DickyAhmad-rl4np  paslon 2 juga fress lo ada yg muda Gibran. Jadi kata tapi itu perlu dipertanyakan lagi,positif,rlnp paslon fress lo yg muda gibran
"kasian cinta bertepuk sebelah tangan, di ujing di rujak ama si ganjar",negatif,kasian cinta bertepuk sebelah tangan ujing rujak ama si ganjar
 @FRHN-is4xw  semoga ga cuma teori saja ya,positif,isxw semoga ga teori ya
Anis manis bener ya kalo omong gan😂,positif,ani manis bener ya kalo omong gan
 @netizen9878  yang pahit siapa dong? kita pilih itu aja ya?😄,positif,pahit pilih aja ya
Tetap pilih Ganjat Mahput Presiden 2024 .🙏🙏👍👍,positif,pilih ganjat mahput presiden
"Kalo saya sih gapapa ya capres ngomong manis janji banyak. Cuma yang jadi masalah ada ni capres bisa dikritik dan bisa transparan apa enggak. Abis nonton ini saya malah khawatir kalo pak prabowo yang jadi presiden, ditanya data aja ga transparan, dikritik malah tersulut emosinya.",negatif,kalo sih gapapa ya capres ngomong manis janji ni capres dikritik transparan abis nonton khawatir kalo prabowo presiden data aja ga transparan dikritik tersulut emosinya
" @aprilliadewipuspalestari3786  yakali nyebutin data segitu banyak waktunya cuma 1 menit mikirlah lu juga kalo di posisi pak prabowo bklan ngelakuin Hal yg sama, pak prabowo kan udah bilang kalau mau Tau datanya yang real bisa temuin dia, bakal ngomongin 1 per satu temuin aja Sono",negatif,yakali nyebutin data segitu menit mikirlah lu kalo posisi prabowo bklan ngelakuin yg prabowo udah bilang tau datanya real temuin ngomongin temuin aja sono
"Dari debat tsb aku sangat sdikit mendptkan jawaban2 subtantif dari prabowo contoh : 
ditanya ttg bgmn bs mendptkan tanah 340.000 Ha yg ironi dg kemiskinan prajurit gak dijawab
ditanya ttg sejauh mana  indikator ketahanan negara dijawab rahasia negara 
dll yg smuanya hanya ada jawaban ngeles + wajah emosi 
(Inikah kualifikasi calon pemimpin tertinggi kita?)",negatif,debat tsb sdikit mendptkan subtantif prabowo contoh ttg bgmn b mendptkan tanah ha yg ironi dg kemiskinan prajurit gak ttg indikator ketahanan negara rahasia negara dll yg smuanya ngeles wajah emosi kualifikasi calon pemimpin tertinggi
​ @agussukarya9951 Urus jakarta beres? sebutkan kerja pak anies yg ga beres di jakarta. Saya orang jakarta nih bang,negatif,urus jakarta beres sebutkan kerja anies yg ga beres jakarta orang jakarta nih bang
Lah kami mah gak pernah nyindir menjelek kan kami urus pemenangan bukan hati yg busuk di perlihatkan,positif,mah gak nyindir menjelek urus pemenangan hati yg busuk perlihatkan
Amin aja dulu ❤,positif,amin aja
Iya mana beliau public speaking nya bagus betul :33,positif,iya beliau public speaking nya bagus
"⁠ @Jihan-sx9xl emg paslon lain publik speakingnya gabagus? Saking bagusnya anies sampe menjatuhkan lawan mulu isi debatnya, dari debat pertama isinya menjatuhkan paslon mulu🤭",positif,sxxl emg paslon publik speakingnya gabagus saking bagusnya anies sampe menjatuhkan lawan mulu isi debatnya debat isinya menjatuhkan paslon mulu
"Santun apanya,,, berdebat bukan dengan data abal² dan pernyataan² yg mustahil untuk dilakukan,,, justru pernyataan² dia kali ibarat bercerita dongeng yg belum tentu dongeng itu benar adanya namung meyakinkan orang lain untuk mempercayai dongeng tersebut.😂😂",positif,santun apanya berdebat data abal pernyataan yg mustahil pernyataan kali bercerita dongeng yg dongeng namung orang mempercayai dongeng
" @artisyiabchannel  pilihanku ttp 1. Nggak berubah. Tenang aja, jngn panas bos.",positif,pilihanku ttp nggak berubah tenang aja jngn panas bos
"1. Pak Anies dan Pak Ganjar pada nyerang pribadi, pesawat bekas itu interim untuk kedatangan pesawat tempur baru rafale (dibeli prabowo) yang akan datang puluhan unit karena pesawat baru yang akan datang butuh waktu 3 tahun kurang lebih. Pesawat bekas usia pakainya masih bisa dan digunakan sebagai pengganti untuk mengisi kekosongan selama 3 tahun itu untuk menjaga Udara Indonesia.

Saya suka bahas hal ini karena dulu suka dengan hal berbau militer dalam bidang alutsista sampai pernah buat fanspage dengan pengikut sampai 70ribu dan gabung grup-grup militer menyimak bahasan tentang alutsista (karena saya rakyat biasa yang menyukai Update Berita Pertahanan).

2. Terus nyenggol masalah kasel changbogo batch II, padahal itu kontrak jaman sby, dan nggak di lanjut karena kapal selama itu problematik banget, kalo di lanjut malah bisa nambah masalah

3. Masalah MEF nggak terpenuhi juga dibilang harus ada persetujuan menkeu dimana menkeunya ada yang tidak acc, terus ada covid, malah nggak di terima, selain itu, MEF juga agak ketinggalan krn waktu menhannya si ryacudu itu kurang aktif ngejar MEF. 

intinya, capres no 1 nyerang pribadi terus2an, kalo capres no 3 sedikit paham tapi nyerang juga di akhir tanpa mengerti faktanya seperti apa, giliran di jelasin prabowo, dia yang ga nangkep. 



Tambahan, mnrt gua debatnya gaseru 🗿, gara2 no 1 sibuk nyerang personal, jd ga dapet info baru terkait keadaan alutsista dan pengadaannya",positif,anies ganjar nyerang pribadi pesawat bekas interim kedatangan pesawat tempur rafale dibeli prabowo puluhan unit pesawat butuh pesawat bekas usia pakainya pengganti mengisi kekosongan menjaga udara indonesia suka bahas suka berbau militer bidang alutsista fanspage pengikut ribu gabung grupgrup militer menyimak bahasan alutsista rakyat menyukai update berita pertahanan nyenggol kasel changbogo batch ii kontrak jaman sby nggak kapal problematik banget kalo nambah mef nggak terpenuhi dibilang persetujuan menkeu dimana menkeunya acc covid nggak terima mef ketinggalan krn menhannya si ryacudu aktif ngejar mef intinya capres nyerang pribadi terusan kalo capres paham nyerang mengerti faktanya giliran jelasin prabowo ga nangkep tambahan mnrt gua debatnya gaseru gara sibuk nyerang personal jd ga dapet info terkait alutsista pengadaannya
"Manis dibibir memutar kata malah kau tuduh akulah segala penyebabnya, siapa terlena pastinya terpanah bujuknya rayunya suaranya yang meminta simpati dan harapan",positif,manis dibibir memutar kau tuduh penyebabnya terlena pastinya terpanah bujuknya rayunya suaranya simpati harapan
"Abah anies diluar sopan santun banget, di forum debat bak singa siap menerkam...beda ama si omon omon diluar ngamuk2 di forum debat mewek..",negatif,abah anies diluar sopan santun banget forum debat bak singa menerkambeda ama si omon omon diluar ngamuk forum debat mewek
"Santun menjatuhkan paslon lain yah, bukan fokus visi misi sendiri😅",positif,santun menjatuhkan paslon yah fokus visi misi
" @herdculess  bang cb simak debat sblmnya, lagian pak Anis tdk perlu bertele-tele mnjlskan visi misi nya.. org sdh jelas (⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠)",positif,bang cb simak debat sblmnya ani tdk berteletele mnjlskan visi misi nya org sdh
"Amin semoga abah selalu di lindungi allah, ini biar terbuka kebenaran yg ada di pejabat",positif,amin semoga abah lindungi allah biar terbuka kebenaran yg pejabat
ya itu makanya prabowo bilang dia gak beretika. rahasia negara kalau sampai dibuka secara umum malah itu membahayakan indonesia. apalagi youtube ini kan bisa diakses seluruh dunia. ambisi anis ini untuk menghidupkan demokrasi yang bebas sebebas²nya justru bisa berakibat fatal untuk negara kita. nanti tinggal lihat gimana china/ amerika ngukur kekuatan militer kita. dan untuk Indonesia mandiri segalanya masih jangka panjang kayaknya karena porsi biaya pertahanan gak sedikit.,negatif,ya prabowo bilang gak beretika rahasia negara dibuka membahayakan indonesia youtube diakses dunia ambisi ani menghidupkan demokrasi bebas sebebasnya berakibat fatal negara tinggal lihat gimana china amerika ngukur kekuatan militer indonesia mandiri jangka kayaknya porsi biaya pertahanan gak
"​ @tabiinunikal4610 yg diminta apa yg dibuka,data yg salah,bukan semuanya",positif,yg yg dibukadata yg salahbukan
Itu dia takutnya byk musuh wkwkwk,negatif,takutnya byk musuh wkwkwk
"Dia berani nyinggung yg bukan ranahnya sengaja mancing emosi pak prabowo,,padahal gk tau rahasia militer gmn pak prabowo itu Blum buka bukaan soal militer soalnya rahasia negara",negatif,berani nyinggung yg ranahnya sengaja mancing emosi prabowopadahal gk tau rahasia militer gmn prabowo blum buka bukaan militer rahasia negara
​ @diary_nay7617 ia nyinggung pak Bowo kenapa belum punya ister? Kan kaga,negatif,nay nyinggung bowo ister kaga
"​ @diary_nay7617 betul, dia pinter nanya yg ga BS d jelasin terbuka d publik JD seoalh2 pak Prabowo kalah dlm debat pdhl dia ga BS buka semuanya, liat aja nnt karma kalo memang kepilih suatu saat semua ada masanya di hujat walau skg d eluh2kan karna menjalani ga semudah teori n berbicara, Qt liat aja nnt kalo dia menang gmn kinerjanya n pendukunga bakal JD penghujatnya bukan wkwk.. liat aja pak Jokowi skg gmn byk d hujat pdhl byk hal positif jg yg udh beliau perjuangkan. Nasib yaa..",positif,nay pinter nanya yg ga b jelasin terbuka publik jd seoalh prabowo kalah dlm debat pdhl ga b buka liat aja nnt karma kalo kepilih masanya hujat skg eluhkan karna menjalani ga semudah teori n berbicara qt liat aja nnt kalo menang gmn kinerjanya n pendukunga jd penghujatnya wkwk liat aja jokowi skg gmn byk hujat pdhl byk positif jg yg udh beliau perjuangkan nasib yaa
"​ @diary_nay7617  Bener, ngaruh juga si buat pertahanan di Indonesia, atau dimanapun negara nya. Masa iya kekurangan di buka secara terang""an, terus gimana buat mertahanin nya. Pasti kan ada rahasia"" dalam ngelola nya",positif,nay bener ngaruh si pertahanan indonesia dimanapun negara nya iya kekurangan buka terangan gimana mertahanin nya rahasia ngelola nya
Dia berani nyinggung dan asal nyinggung yg gak ada hubungannya sama tema debat dan gak intropeksi dirinya sendiri,negatif,berani nyinggung nyinggung yg gak hubungannya tema debat gak intropeksi
"​​ @budigamkis8017 tolong dibandingin sama yang omon², emosian, gabisa jawab pertanyaan, gabisa nerima kritik, 11/100 🥰🥰",positif,tolong dibandingin omon emosian gabisa gabisa nerima kritik
"1. Pak Anies dan Pak Ganjar pada nyerang pribadi, pesawat bekas itu interim untuk kedatangan pesawat tempur baru rafale (dibeli prabowo) yang akan datang puluhan unit karena pesawat baru yang akan datang butuh waktu 3 tahun kurang lebih. Pesawat bekas usia pakainya masih bisa dan digunakan sebagai pengganti untuk mengisi kekosongan selama 3 tahun itu untuk menjaga Udara Indonesia.

Saya suka bahas hal ini karena dulu suka dengan hal berbau militer dalam bidang alutsista sampai pernah buat fanspage dengan pengikut cukup banyak dan gabung grup-grup militer menyimak bahasan tentang alutsista (karena saya rakyat biasa yang menyukai Update Berita Pertahanan).

2. Terus nyenggol masalah kasel changbogo batch II, padahal itu kontrak jaman sby, dan nggak di lanjut karena kapal selama itu problematik banget, kalo di lanjut malah bisa nambah masalah

3. Masalah MEF nggak terpenuhi juga dibilang harus ada persetujuan menkeu dimana menkeunya ada yang tidak acc, terus ada covid, malah nggak di terima, selain itu, MEF juga agak ketinggalan krn waktu menhannya si ryacudu itu kurang aktif ngejar MEF. 

intinya, capres no 1 nyerang pribadi terus2an, kalo capres no 3 sedikit paham tapi nyerang juga di akhir tanpa mengerti faktanya seperti apa, giliran di jelasin prabowo, dia yang ga nangkep. 



Tambahan, mnrt gua debatnya gaseru 🗿, gara2 no 1 sibuk nyerang personal, jd ga dapet info baru terkait keadaan alutsista dan pengadaannya",positif,anies ganjar nyerang pribadi pesawat bekas interim kedatangan pesawat tempur rafale dibeli prabowo puluhan unit pesawat butuh pesawat bekas usia pakainya pengganti mengisi kekosongan menjaga udara indonesia suka bahas suka berbau militer bidang alutsista fanspage pengikut gabung grupgrup militer menyimak bahasan alutsista rakyat menyukai update berita pertahanan nyenggol kasel changbogo batch ii kontrak jaman sby nggak kapal problematik banget kalo nambah mef nggak terpenuhi dibilang persetujuan menkeu dimana menkeunya acc covid nggak terima mef ketinggalan krn menhannya si ryacudu aktif ngejar mef intinya capres nyerang pribadi terusan kalo capres paham nyerang mengerti faktanya giliran jelasin prabowo ga nangkep tambahan mnrt gua debatnya gaseru gara sibuk nyerang personal jd ga dapet info terkait alutsista pengadaannya
"kerja anies di dki😂   
1. Dp rumah 0% tercapai 0%
2. OK OC bangkrut
3. Normalisasi sungai jdi Naturalisasi realisasi 0 besar.
4. Tugu sepatu 800jt rusak, Tugu Sepeda 800jt mangkrak, Tugu bambu 550jt rusak, Tugu Peti mati
5. Sumur resapan tdk efektif, menghabiskan dana ratusan miliar membuat jalan jd gk rata
6. JIS baru dipakai sdh ambruk pagar pembatas
7. Sirkuit formula E 120M, blm dipakai sdh ambruk tribunny
8. Cet genteng warna-warni
9. Mengganti nama rumah susun jadi rumah lapis
10. Mengganti 31 Nama2 RSUD
11. Mengganti 22 Nama jalan
12. Reklamasi pantai diganti dengan pantai A, awalnya ditolak, akhirnya dikasih izin.
13. Bagi2 APBD dgn cara hibah ke ormas2 hingga Triliunan
14. Reklamasi pantai dIm kampanye ditolak, tapi faktanya dilanjutkan dan ganti nama jadi pantai A, B dan C.
15. Menebangi ratusan pokok pohon Monas
16. Janjinya membangun SDM, bukan membangun benda mati, tapi faktanya mlh membangun benda mati, spt diatas
17. Kelebihan Bayar proyek berkali2 sampai milyaran.
18. Laporan penyelenggaraan formula E oleh Jakpro -saat ini blm selesai
21. Hanya era Anis taman berfungsi sebagai parkir air, bukan banjir.
22. Menutup bau kali dg waring bknya dibersihin malah ditutup hbs acara selesai jaringnya dibuang negara rugi 500jt
23. Mengalirkan air ke laut melawan sunatulloh, faktanya dilakukan jg
24. Utang pribadi pilkada DKI Jakarta 92M
25. Ambisius kekuasan yg berlebihan
26. Memberikan IMB pada warga dilahan milik Pertamina & beresiko tinggi karena karena dekat depo Pertamina
27. Katanya Anis Cerdas, tapi faktanya sewaktu gubernur DKI Jakarta, hanya Anis yg membuat tim terbanyak sampai 67 orang yaitu TGUPP.
28. Mendukung bangsa rohingya masuk indo.10 th tetanggalu jd rohingya semua kemungkinan burukny ntar indo bs ky palestina yg tanahny diambil israel
29. Kabel seliweran di jkt smpe ada yg kena kabel optik Sultan smpe maaf cacat pdhl zmn ahok semua kabel bermasalah bs ditangani ada wa nya lgsng ke pak ahok 3 hari selesai klo zaman pak anies kabelnya malah mkin parah 5th gdiurusin smp skrg 
30. Helm proyek anak sd 34.3M, pasir anak sd 52.2M, lem aibon 126.2M, Tiner 40.1M Bolpen 633.6M dll
31. APBD DKI 5th Anies 395,7 Triliun",negatif,kerja anies dki dp rumah tercapai ok oc bangkrut normalisasi sungai jdi naturalisasi realisasi tugu sepatu jt rusak tugu sepeda jt mangkrak tugu bambu jt rusak tugu peti mati sumur resapan tdk efektif menghabiskan dana ratusan miliar jalan jd gk ji dipakai sdh ambruk pagar pembatas sirkuit formula e blm dipakai sdh ambruk tribunny cet genteng warnawarni mengganti nama rumah susun rumah lapis mengganti nama rsud mengganti nama jalan reklamasi pantai diganti pantai ditolak dikasih izin apbd dgn hibah ormas triliunan reklamasi pantai dim kampanye ditolak faktanya dilanjutkan ganti nama pantai b c menebangi ratusan pokok pohon mona janjinya membangun sdm membangun benda mati faktanya mlh membangun benda mati spt diatas kelebihan bayar proyek berkali milyaran laporan penyelenggaraan formula e jakpro blm selesai era ani taman berfungsi parkir air banjir menutup bau kali dg waring bknya dibersihin ditutup hb acara selesai jaringnya dibuang negara rugi jt mengalirkan air laut melawan sunatulloh faktanya jg utang pribadi pilkada dki jakarta ambisius kekuasan yg imb warga dilahan milik pertamina beresiko depo pertamina ani cerdas faktanya gubernur dki jakarta ani yg tim orang tgupp mendukung bangsa rohingya masuk indo th tetanggalu jd rohingya burukny ntar indo b ky palestina yg tanahny diambil israel kabel seliweran jkt smpe yg kena kabel optik sultan smpe maaf cacat pdhl zmn ahok kabel bermasalah b ditangani wa nya lgsng ahok selesai klo zaman anies kabelnya mkin parah th gdiurusin smp skrg helm proyek anak sd pasir anak sd lem aibon tiner bolpen dll apbd dki th anies triliun
